origin,dest,distance
-122.387602447.6716511,-122.387600847.671921,0
-122.387602747.670194,-122.387602647.6704494,0
-122.387602847.669464,-122.387602747.6699466,0
-122.387601647.6752817,-122.387601547.6755598,0
-122.387593247.6951788,-122.3876147.6960211,2
-122.3876147.6908172,-122.3876147.692322,2
-122.3876147.6933477,-122.3876147.693501,2
-122.387597247.694145,-122.387596747.6942703,5
-122.3876147.692362,-122.3876147.6924053,0
-122.387569347.6982392,-122.387570747.6983366,0
-122.366115247.6738145,-122.366111947.6738931,0
-122.366099747.6741804,-122.366095947.674251,0
-122.366080847.6745343,-122.366078547.6746197,0
-122.366051347.6752594,-122.366048647.6753281,0
-122.366159547.6723541,-122.366158147.6724032,0
-122.366141247.6730813,-122.366138347.6731618,0
-122.366171847.6716181,-122.366170947.6716717,0
-122.366169847.6708918,-122.366169447.6709393,0
-122.355304947.6924281,-122.355317347.6930553,2
-122.355340447.6942266,-122.355348247.6950258,2
-122.35529647.6908835,-122.35530247.6913921,3
-122.353971247.6650556,-122.353860947.6650469,0
-122.342482947.6546533,-122.342465747.6550984,0
-122.349921247.6513378,-122.349923647.6520646,2
-122.321770547.6509413,-122.321568147.6512084,0
-122.314479747.6542111,-122.314451347.6548671,1
-122.343459947.6924173,-122.343497747.6941892,4
-122.3801120813775547.562264143074316,-122.380109347.5619868,1
-122.380147.5610596,-122.380116947.5605471,1
-122.380090247.5646887,-122.380111347.562868,4
-122.380112147.562266,-122.3801120813775547.562264143074316,0
-122.380111347.562868,-122.380111847.5625009,0
-122.380093847.5664943,-122.380090247.5646887,4
-122.380094547.5683421,-122.380093847.5664943,1
-122.3796168135836447.569805256732096,-122.379616747.5698072,0
-122.380025847.5683652,-122.380006447.568415,1
-122.382532647.5731695,-122.382534247.5712315,0
-122.382538247.5756055,-122.382532647.5731695,0
-122.382534247.5712315,-122.382540947.5701819,0
-122.389471647.5647663,-122.38938447.564846,5
-122.397637447.5586596,-122.397666463672547.55753847607535,0
-122.3976185689526247.55938694920452,-122.397637447.5586596,0
-122.397538347.5610342,-122.397551847.560036,0
-122.397618247.5594012,-122.3976185689526247.55938694920452,0
-122.389261647.5626696,-122.389398547.5626351,1
-122.389456947.5611546,-122.389539447.5593344,2
-122.389539447.5593344,-122.3895395756154247.55932978398211,0
-122.3200556762748647.6424605850815,-122.320060347.6428825,0
-122.320051147.642043,-122.3200556762748647.6424605850815,0
-122.320060647.6429104,-122.32007947.6431893,0
-122.334988247.699598,-122.335148647.6995981,3
-122.336543347.6995946,-122.337112247.6995975,0
-122.335148647.6995981,-122.335885447.6995963,3
-122.337647447.6996003,-122.338340947.6996039,0
-122.326519147.6967357,-122.326260547.6967956,3
-122.323062347.6967799,-122.320331347.6967576,13
-122.326976847.6850164,-122.326979547.6867711,0
-122.326981247.6842248,-122.326976847.6850164,0
-122.338493647.7050364,-122.338189847.7050393,0
-122.338189847.7050393,-122.337507647.7050427,0
-122.309711647.6573742,-122.309760347.6573684,0
-122.309856447.6572969,-122.309860347.6572637,0
-122.344630247.6996908,-122.344585847.6997627,3
-122.344594747.7005206,-122.344599147.7008923,1
-122.347460347.6429981,-122.347812547.6430654,0
-122.346453247.6422483,-122.346025447.6422646,1
-122.3342071457198747.56127943833205,-122.334204347.5594825,0
-122.3342071457198747.56127943833206,-122.3342071457198747.56127943833205,0
-122.33421647.5668705,-122.3342071457198747.56127943833206,0
-122.334204947.5511716,-122.334194547.5504625,1
-122.334221147.5532021,-122.334218947.5527029,2
-122.334210547.5519097,-122.334207347.5514828,0
-122.334218947.5527029,-122.334214847.5523128,2
-122.334194547.5504625,-122.334191647.5502245,3
-122.329368647.5630434,-122.329506347.5570379,0
-122.3461899147678947.57148349818699,-122.346255847.5714836,0
-122.365933447.6997771,-122.365545247.6999741,1
-122.336667547.5737074,-122.335116647.5737072,0
-122.335116647.5737072,-122.334329347.5737046,1
-122.322679947.6958726,-122.323060447.6958793,5
-122.320323347.6958477,-122.322679947.6958726,10
-122.320419847.7013139,-122.31788547.7012822,12
-122.317682547.7012797,-122.315031447.701258,2
-122.317952247.7030879,-122.317739647.7030857,2
-122.315047547.7030843,-122.312336347.7030599,0
-122.317739647.7030857,-122.315047547.7030843,2
-122.3123344293134547.7030598921461,-122.31066947.7030529,0
-122.333726147.6911458,-122.333753947.6917995,0
-122.333765447.69246,-122.333776647.6931308,0
-122.333764947.6937931,-122.333762447.6941198,2
-122.333776647.6931308,-122.333764947.6937931,0
-122.333753947.6917995,-122.33376347.6923852,0
-122.333345647.6906976,-122.333454547.690795,2
-122.333762447.6941198,-122.333793647.6959554,4
-122.335109747.692319,-122.335108147.6923488,0
-122.335086947.6906366,-122.335109747.692319,2
-122.335108147.6923488,-122.33513447.6941243,3
-122.33513447.6941243,-122.335142347.695732,6
-122.298370147.5640977,-122.298390547.564039,1
-122.297596547.5626091,-122.297058747.5619762,1
-122.297058747.5619762,-122.297008247.561918,1
-122.366463247.5392409,-122.366433347.5392732,0
-122.355067447.5336635,-122.355065228520647.533516843506206,2
-122.355071347.5256181,-122.355086847.5247857,0
-122.355088447.5247024,-122.355111847.5229661,0
-122.355054147.5282841,-122.355054147.5274495,2
-122.355040847.531867,-122.355045547.5300864,2
-122.355065228520647.533516843506206,-122.355040847.531867,2
-122.355045547.5300864,-122.355054147.5282841,5
-122.355054147.5274495,-122.355054147.5265106,2
-122.355054147.5265106,-122.355071347.5256181,1
-122.354873147.5487743,-122.35487547.5479937,0
-122.354870447.544744,-122.354884847.5439841,0
-122.354755547.5453331,-122.354731947.5479358,0
-122.354912347.5428688,-122.35489847.5434475,0
-122.355062547.5345566,-122.355048847.5350287,0
-122.355003947.5373102,-122.354998347.5382192,0
-122.355003747.5391098,-122.354989347.5397102,0
-122.354998347.5382192,-122.355001247.5386951,0
-122.355035147.5355042,-122.355003947.5373102,0
-122.354870447.544744,-122.354778347.5447435,0
-122.354778347.5447435,-122.3539447.5447394,0
-122.37068747.5429345,-122.370646747.5428595,0
-122.37081347.5431734,-122.37068747.5429345,0
-122.37081347.5431734,-122.370997147.5435478,0
-122.371344647.5441597,-122.371386447.5441978,2
-122.303816447.6395368,-122.303792847.6402122,0
-122.303781647.6409882,-122.303783447.64107,0
-122.303797447.6417226,-122.303796147.6418041,0
-122.303790747.6402718,-122.303789847.6403427,0
-122.344542647.6923843,-122.343518247.6923762,2
-122.343225647.6923722,-122.343399947.6923747,1
-122.342389947.6923666,-122.341309947.6923556,0
-122.343225647.6923722,-122.342389947.6923666,0
-122.389452647.5666124,-122.389526247.5665409,5
-122.389471647.5647663,-122.389489647.5633193,3
-122.347901647.6760688,-122.348325947.6760567,0
-122.3314292934510247.61122380122872,-122.33207847.6119805,0
-122.33138947.6111768,-122.3314292934510247.61122380122872,0
-122.393023147.6867697,-122.3930316979111747.6870287057148,0
-122.3930316979111747.6870287057148,-122.3930447.6872788,0
-122.392984647.6913013,-122.3929947.6916749,3
-122.392991147.6920349,-122.392989647.6921228,0
-122.3929947.690588,-122.392989547.6906988,3
-122.392944747.6946158,-122.392945947.6946751,0
-122.392950247.6953376,-122.392938347.6960287,0
-122.392945947.6946751,-122.392950247.6953376,0
-122.392953947.6942373,-122.392951847.6943233,0
-122.392918947.6967444,-122.392910447.6970516,1
-122.393011647.6975009,-122.393184347.6977208,2
-122.392938347.6960287,-122.392923547.6965742,0
-122.393321147.697861,-122.393546647.6980962,1
-122.3930447.6872788,-122.393073747.6871162,0
-122.3473713746390147.665083259643055,-122.347370747.6650312,1
-122.347372547.6651701,-122.3473713746390147.665083259643055,1
-122.3472499249157347.66508277716571,-122.347248347.6651647,0
-122.347250747.6650437,-122.3472499249157347.66508277716571,0
-122.347248347.6651647,-122.347255747.6654287,0
-122.369650547.5458622,-122.369872847.5458398,2
-122.368669247.5460719,-122.369077747.5460093,1
-122.370429747.5458091,-122.37071647.5457625,1
-122.371841247.5468869,-122.371956447.5472164,0
-122.371417447.5456159,-122.371523547.5459297,0
-122.370934147.544296,-122.370991247.5443733,0
-122.372088547.5483176,-122.372162247.5487452,1
-122.372162247.5487452,-122.372273447.5493055,1
-122.372273447.5493055,-122.37230847.5494472,0
-122.371979747.5472797,-122.372072347.5475781,0
-122.372302947.5428463,-122.37231547.5420393,1
-122.372651147.5446579,-122.372644647.544329,1
-122.371344647.5441597,-122.37141347.5441313,0
-122.370934147.544296,-122.371035847.5442622,0
-122.369222847.544566,-122.369984647.5444436,0
-122.368205747.5447172,-122.369222847.544566,1
-122.369984647.5444436,-122.370934147.544296,0
-122.360150147.5675803,-122.360205247.5674947,8
-122.360249547.5665226,-122.360258347.5655371,13
-122.358993947.5647702,-122.360195547.564776,5
-122.357984847.5647856,-122.358993947.5647702,2
-122.360195547.564776,-122.360657547.5647665,4
-122.325829247.7027049,-122.32582547.7024863,0
-122.325792847.6991651,-122.325736247.699271,0
-122.325112747.6867887,-122.324947147.6867895,0
-122.329489947.6141078,-122.329255947.6138489,0
-122.330486647.6151955,-122.330333247.6150284,1
-122.328927347.6148355,-122.32970247.614502,1
-122.330546347.6141507,-122.330824347.6140346,2
-122.329987147.6130348,-122.329460947.6132538,0
-122.3308580573631947.608937041011416,-122.331509247.608652,4
-122.330627247.6090381,-122.3308580573631947.608937041011416,0
-122.380116947.5605471,-122.380163647.5604701,0
-122.380129347.5575856,-122.380069247.5576262,0
-122.365448447.5647238,-122.364410947.5647336,2
-122.370800147.5647205,-122.367039947.5647205,7
-122.371983347.5647138,-122.371924347.564714,1
-122.364410947.5647336,-122.363319847.5647238,0
-122.380129347.5575856,-122.380137947.557464,0
-122.380288347.5556431,-122.380329847.5547447,0
-122.380137947.557464,-122.380206347.5574345,0
-122.309912447.6306305,-122.309940447.6286932,0
-122.307318947.6232348,-122.307186547.6232237,0
-122.30998547.6232425,-122.309906547.6232521,0
-122.30868547.6232488,-122.308043547.6232452,0
-122.306021947.6232103,-122.305363247.6232069,0
-122.315190547.6712269,-122.314670947.6712228,0
-122.320077747.6734418,-122.3200847626449747.67339106047169,3
-122.3200847626449747.67339106047169,-122.320096747.6733053,3
-122.320042647.6742828,-122.320156647.6741923,0
-122.320235147.6741544,-122.32056547.6739859,0
-122.320076547.6765778,-122.320086747.6766087,0
-122.320062747.6758478,-122.320065447.6760584,0
-122.344028347.6891213,-122.3438647.6891208,0
-122.312552447.6286878,-122.3125457494587247.62868785382063,0
-122.3125457494587247.62868785382063,-122.311922247.6286929,0
-122.3445623428022547.69419559881658,-122.344482847.694195,5
-122.340246147.6941538,-122.340127347.6941531,3
-122.341353147.6941664,-122.341142947.694164,6
-122.343497747.6941892,-122.342420247.6941748,8
-122.342420247.6941748,-122.341919447.6941731,5
-122.344482847.694195,-122.344082647.6941926,7
-122.341876347.6941729,-122.341766447.6941728,5
-122.344562547.6941956,-122.3445623428022547.69419559881658,5
-122.336480347.6941348,-122.33513447.6941243,2
-122.33513447.6941243,-122.333762447.6941198,4
-122.336487447.6959605,-122.336520647.6977782,1
-122.323129147.7013241,-122.322630347.7013222,4
-122.328336447.6868372,-122.328353147.6876508,0
-122.333718547.6628299,-122.333716447.6635566,0
-122.333716447.6635566,-122.333714447.6642855,0
-122.333719247.6626308,-122.333718547.6628299,0
-122.333722547.6621344,-122.333719247.6626308,0
-122.333694947.6664976,-122.333686547.6671985,0
-122.333677847.6679283,-122.333679447.6686847,2
-122.333686547.6671985,-122.333683747.6674352,0
-122.333702547.6657628,-122.333694947.6664976,0
-122.333702447.6650321,-122.333702547.6657628,0
-122.333714447.6642855,-122.333713247.6643622,0
-122.3337547.6613666,-122.333731747.6614909,1
-122.314156547.6714626,-122.314157547.6714988,0
-122.314175447.6721605,-122.314220347.6725557,0
-122.306509647.6648936,-122.306408747.6649213,4
-122.306497147.6693395,-122.30649947.6693864,0
-122.310843747.6630795,-122.310756547.6630804,2
-122.309674247.663085,-122.309517747.6630853,0
-122.311967347.6630915,-122.311870747.6630911,1
-122.309517747.6630853,-122.309461747.6630812,1
-122.308347747.6630825,-122.308304947.6630832,1
-122.306530847.6630749,-122.306426347.6630746,1
-122.307209547.6630629,-122.30713747.6630641,1
-122.313100247.6630965,-122.313003547.6630957,2
-122.314246947.6630996,-122.314152147.663099,2
-122.315261547.6631044,-122.315161647.6631052,3
-122.26352947.6757469,-122.263535647.6756813,0
-122.328473347.6968485,-122.328473347.6973844,1
-122.32844747.695922,-122.328451347.6960718,3
-122.328473347.6977336,-122.328474647.6979848,3
-122.337591947.6139547,-122.337613547.6140987,0
-122.373667147.6723616,-122.373667347.6723078,0
-122.373658847.6730863,-122.373661447.6730536,0
-122.358267347.6695326,-122.358605547.6695566,0
-122.3608010978566447.66943280075915,-122.360826847.669421,0
-122.358974647.669608,-122.359338247.6697023,0
-122.358605547.6695566,-122.358974647.669608,0
-122.275757347.6684504,-122.275667647.6688617,0
-122.275667647.6688617,-122.275656547.6689231,0
-122.3184644243409247.69037346628029,-122.318435347.6903734,2
-122.320303747.6903775,-122.319182347.6903751,1
-122.320309147.692201,-122.317611147.6921961,4
-122.309529147.6921415,-122.308115647.6921359,4
-122.306865447.6984891,-122.306887947.6989066,3
-122.306892247.6994052,-122.3069064594350447.70030035348492,0
-122.306887947.6989066,-122.306892247.6994052,0
-122.306880147.692131,-122.306862647.6930256,3
-122.306862647.6930256,-122.306833547.6939357,3
-122.306833547.6939357,-122.306840447.6948576,4
-122.306838847.6966656,-122.306849147.6974851,5
-122.306841447.6957645,-122.306838847.6966656,2
-122.306840447.6948576,-122.306841447.6957645,7
-122.3069064594350447.70030035348492,-122.306906547.7003029,0
-122.3068674229427647.69030267406085,-122.306873147.6905437,3
-122.3068872022099147.69120857723597,-122.306886247.6912231,0
-122.306825247.6885014,-122.306854347.6897437,3
-122.306867447.6903017,-122.3068674229427647.69030267406085,2
-122.294937447.6866679,-122.294955247.6873862,0
-122.294979347.6880836,-122.294998747.6885469,0
-122.29501147.6888105,-122.295030847.6895276,1
-122.295030847.6895276,-122.295039447.6902267,0
-122.294998747.6885469,-122.29501147.6888105,1
-122.294955247.6873862,-122.294979347.6880836,0
-122.279830247.6848555,-122.2798450495318647.68568813776902,0
-122.2798123261608547.684512662742236,-122.279830247.6848555,0
-122.279936942612647.689261708028894,-122.279963747.690196,0
-122.279971847.6904778,-122.279973747.6914949,0
-122.279862347.6866554,-122.279936942612647.689261708028894,1
-122.275229647.6830352,-122.274816847.6830344,3
-122.27657847.6830375,-122.276267847.683037,3
-122.278711647.6830411,-122.278414947.6830406,1
-122.279735747.6830429,-122.278711647.6830411,2
-122.277538147.6830391,-122.277447.6830389,2
-122.28532647.6916401,-122.285300847.6923622,0
-122.285339247.6909074,-122.28532647.6916401,0
-122.285358247.6901892,-122.285339247.6909074,0
-122.285300847.6923622,-122.285273347.6930747,0
-122.285273347.6930747,-122.28523747.69382,1
-122.284790247.6630232,-122.284791547.663192,0
-122.266358547.6829481,-122.266306347.6830801,1
-122.265537247.6846629,-122.265164547.6846908,0
-122.282390847.6901753,-122.281667847.6901756,0
-122.284339247.6901882,-122.283384247.6901795,0
-122.283384247.6901795,-122.282390847.6901753,0
-122.285358247.6901892,-122.284339247.6901882,0
-122.305433347.6865445,-122.305095747.6864643,0
-122.303007847.6862233,-122.302708147.6862495,0
-122.304434747.6864466,-122.304070447.6865306,0
-122.3033547.686474,-122.303243347.6864121,0
-122.3067721515210347.686681474883464,-122.306507947.6866779,1
-122.306781447.6866816,-122.3067721515210347.686681474883464,1
-122.306886247.6912231,-122.306880147.692131,1
-122.311903147.6724414,-122.311908847.6738456,1
-122.311908847.6738456,-122.311908647.6739861,1
-122.349942647.6942052,-122.347409747.6941972,3
-122.333679447.6686847,-122.332988347.6686827,5
-122.32557247.6693479,-122.32285647.6693348,0
-122.3527633969704347.7050743099873,-122.352763147.7047126,2
-122.352761647.7043416,-122.350786847.7043361,0
-122.350786847.7043361,-122.35006747.7043449,0
-122.354067847.7043453,-122.352761647.7043416,3
-122.355302647.6891231,-122.354645247.6891204,2
-122.352606147.689112,-122.349898447.689122,2
-122.349898447.689122,-122.347208547.6891011,0
-122.347208547.6891011,-122.347069747.6891236,2
-122.34458747.6891119,-122.34451239114447.68909867078955,2
-122.34451239114447.68909867078955,-122.344510347.6890983,2
-122.354420247.6577534,-122.354455947.6566963,0
-122.354467247.6541555,-122.354462447.6541117,1
-122.354466347.6554243,-122.354475547.6546222,3
-122.354455947.6566963,-122.354466347.6554243,4
-122.354475547.6546222,-122.354480447.6542133,0
